,user,content
59,1552Nn,"拡散お願いします
顔画像 メガネかけてる
住み 京都
手当 2.5くらい
制服コス 希望してくる20代
後半の人からツイッターで
🛠申し込まれたら即私にdmして欲しいです"
60,Mana89040489,♯裏アカ女子
61,Ro2iSFBabUDASqV,@Kuromi0721 みたいなー！
62,misa___33_,"みんな私のえっちな動画買ってくれる？

#裏アカJK #動画販売 #裏アカ男子とつながりたい"
63,jk69225864,https://t.co/h9eFDVoFVY
64,kinoko55102448,@YuuPfmer 動画買うよ❗
65,gafasgafasgafa,@YuPfmer こんばんは。よかったら買いたいな。フォロバ頂けたらDMいけます
66,23fhm111,@chi__aki3150 dm来れますか？
67,UoxoU_0724,"中学で使ってたもの売ります( ᐢ. ̫ .ᐢ )
mrcr経由です❕カカオ待ってます🎀

 #jk売り子 #jc売り子 #下着売ります #下着売り子 #靴下売ります #靴下売り子 https://t.co/gpb5PW7i0q"
68,yK3RZhd2RNXD5su,@EbxJG8I1iMn472c ＤＭできなかったのでフォロバかＤＭお願いします‼️
69,Uv2eCFb1JL5priH,@aaaaaaaazumi DMしませんか？
70,hihihi00663,@mIv0XUKK9eicMqs うん。俺だけーー
71,Melon54808953,@jxM21uEnk6a9 お願いです。見せて欲しいです。
72,Z5xWqgot3XJMkxI,"@deUBEvSgjs2l8FC 奪いたいです。
処女とエッチしたことないからさせてほしいです。
誰よりも優しくします。
大切にするからお返事ください"
73,blTwGO2hwD4VKNY,@deUBEvSgjs2l8FC 奪っちゃうよ
74,Akira_E_Watabe,@deUBEvSgjs2l8FC 貰いますよー。
75,kanto_gu,@deUBEvSgjs2l8FC 自分もなのでしたいです
76,SG8Q0VuUyPXQiIY,@deUBEvSgjs2l8FC フォローしましたよろしくお願いします💕
77,j3t6nt2t5j,@deUBEvSgjs2l8FC こんばんは、DMで話したいんでフォローお願いします
78,4NE4sBoOUB3DEfu,@deUBEvSgjs2l8FC 是非お願いしたいです
79,S52807782,@deUBEvSgjs2l8FC したいです！
80,yuki_eroaka2,@deUBEvSgjs2l8FC ぜひお願いします！
81,fura_renn,@deUBEvSgjs2l8FC はーい！
82,deUBEvSgjs2l8FC,"処女なんです✌️私の初奪ってくれる人コメントしてください！
#処女 #JK #JK裏垢"
83,Y9A9vAmdgDweebF,"大阪、兵庫、京都辺りで今日会える女の子募集
詳しくはDMメッセージください

JS JC JK 援　梅田　十三　神戸"
84,mayuuu330,"jk❣
えちえち動画販売♡

興味ある方DMください😘

#裏アカjk 
#裏アカ男子と繋がりたい 
#動画
#自発下さい
#金欠 
#居場所をください https://t.co/bwFJTHa3le"
85,wtpjdupjtwm,よろしくお願いします https://t.co/6EJcyaViqL
86,kankankannadayo,"フォルダにあるオナ動画買いませんか？
#おな動画　#売り子"
87,xyz01015521,@t_umde DMお願いします
88,V8Z5TY4SUkuU09R,パパ活女子京都です！ https://t.co/GRtQBgxkHX
89,vJphThFbYSIpzUc,@wfIY78EXREYthUN やりたい
90,D0bJn,@wfIY78EXREYthUN @GmT8C90SvBVVgZp エッチしたいな
91,TAKA86018986,@wfIY78EXREYthUN エッチしたいなぁ
92,eUUX4JZOQH9F4xJ,@wfIY78EXREYthUN @2dtsNi9DNE5zv3F オフパコしましょう。よろしくお願いいたします
93,nike76349439,@wfIY78EXREYthUN しましょうか(^^)
94,mkt47756031,@wfIY78EXREYthUN ＤMください(⌒▽⌒)
95,tubuuraaka,"@kmu_t はじめまして！
年近いから仲良くしよー！"
96,rintyan0104,"おなにー動画欲しい人DMきて？❤
えっちな話もしてあげるよ❤
#裏アカ男子と繋がりたいᅠ 
#裏アカ女子
#JC 
#JC裏アカ 
#jc2"
97,22CBZGSD907Vqu8,"(-_-).。oO 関西で処女奪ってくれるかたいないかな…はじめてなので色々教えてほしいです…
#裏アカ女子ᅠᅠ"
98,maruipanda_9696,"LJKとえっちしてくれる人大募集
#裏垢女子
#えっちえち
#おじさんだいすきめろ https://t.co/J4pFyMvX09"
99,at11111335559,@6NsOHb2WGDbiEEJ 会えるよ
100,6NsOHb2WGDbiEEJ,"明日に京都であってくださるパパいますか？？もしいらっしゃったらDMください！

条件

・エッチな事一切無しでいいという方
・1回のお出かけ（2〜3時間）10000〜
・楽しんでくださる方

よろしくお願いいたしますm（* _ _… https://t.co/i8TzH9dTVL"
101,nozomin_0510,"ヒョウ柄の綿ぱんつです🐱
1日履き2500円、オプションは要相談です☺️
#パンツ売ります 
#売り子
#のぞみ在庫 https://t.co/SWIHOCLeoQ"
102,exeGZ3q32UpiSHZ,"今から京都で会える子いるかな？車なんで場所は指定してくれたら迎えに行くよー
DMで条件教えてくださいね(^^)
#京都 #援 #援交 #プチ #円 #割 #JK"
103,mITm4k0a90nkfgJ,"明日昼の11時〜
                  〜NG〜
キス、フ○ら、生、痛い、汚い、

ホ別6万➕交通費
ホテルに入ってからの前払い

場所はこちら指定です
京都市内です。

ラストjk.18歳、ショートカット

#援"
104,ULEi1QlwLKW93eN,"帰ってきた🥺🥺
確認ボイス貼っとくね！
プレイは言葉攻めと甘めの調教が得意🥺🥺激しいのも好きだけどね。
クソマゾはおいで？
#奴隷募集 #M男募集 #貢ぎ奴隷募集 #奴隷 #貢ぎ奴隷 #財布奴隷 #M男 #m男 #マゾ #貢ぎマゾ… https://t.co/qifRVohB8Z"
105,yusan4411,@tiautyanda ほしい
106,y64wHCvqI2ZOkmy,"@tiautyanda 雑魚ちくびいじわるしたいー
見たい♡"
107,puzzdra11,@tiautyanda めちゃくちゃ見たいです！
108,Mn16647262,@tiautyanda @sisiohmaru ほしい
109,krituki48596,@tiautyanda 欲しいです　お願いします
110,IjmXs44xLoovbmS,"@tiautyanda はじめまして！
欲しいですー！"
111,rami159357,@tiautyanda 欲しいです！
112,sameoyogu,"@tiautyanda 初めまして！
よろしければ頂きたいです！"
113,aonoriseizin200,@tiautyanda 欲しいです！
114,roki230406,@tiautyanda おなしゃす
115,oyatuuuukarupas,@tiautyanda えちえちなのお願い！
116,airu179,@tiautyanda @sisiohmaru むっちゃほしぃ
117,152Gadmjt,@tiautyanda これしてるの見てしこしこしてるの送り付けたい...
118,KOTANTV1,@tiautyanda DMきて
119,junhyo_6,@rabbit_dog_123 突然すいません、チュンカなどと引き換えで動画のリクエストってやっていますか？
120,ttK8FPQ1JEkbvUQ,@rabbit_dog_123 欲しいです！
121,wASWBffqNIKqDF5,@rabbit_dog_123 僕にもくださーい！
122,wVziGgM61X9hZrC,@rabbit_dog_123 dmくだちゃい
123,EyEM9EZBvTK4OR6,@rabbit_dog_123 dm欲しいです
124,wall98479573,@6n5P7fz299ci9hh DM返信ください
125,VanzantdTele,@U9nb6bZNyBp3c8P おかえりなさい、パパさんになってみたいです。
126,U9nb6bZNyBp3c8P,めちゃくちゃ久しぶりに浮上…コロナひとまず落ち着いたからまたパパさん募集しよっかな～…やってくれる人🙋‍♂️
127,JUNSKY937812081,@kk0710_ それは、見たいね💕
128,ji_lz7,@O_fffttonn はなそ！
129,ringo94736873,@ogawa__riisa よろしくお願いします。
130,dk_xaj,@ogawa__riisa みたいー
131,shoooo_69,@0921kahochan 見たい
132,UtAYpsvtPHQfrcZ,@0921kahochan こんばんはフォローしましたー
133,manaberyou,@jc47597054 DM開けてください
134,ZGifxGqOuZwgwDu,@jc47597054 したいな🤤
135,chinko_4545o,@ogawa__riisa 一緒にしよー
136,yamato0o0o,@ogawa__riisa DMしよ！
137,bTLpO4dNFpeFD6w,@ogawa__riisa みたいし見せ合いもしたいーーー
138,sdbhsdbhsdbhapa,@ogawa__riisa おくってほしい！
139,TnpEnagmgawpa,@ogawa__riisa 待ってます！
140,9KUo4s1TmLzUwgF,@yu65109315 締切がガチの誕生日なので、ヨロシクお願いします！
141,T2rhXG191M30h9h,@yu65109315 お願いします！
142,rhhO565L2wsOodK,@yu65109315 お願いします！
143,cGGuBNUJZm8JLVu,@yu65109315 フォローしちゃった
144,iPhone76951917,@yu65109315 当たるといいなぁ 何で決めるの？
145,540CDxPZP4Ms0zt,@kmu_t お願いします
146,ygF5MZiaKunJMrY,@kmu_t 待ってます🤲
147,6shkhFneUaIVlTT,@kmu_t ほちぃ\(//∇//)\
148,wack_CARRYLose,@kmu_t したよ
149,5zH6ZHuDRgCcT4C,@kmu_t リツイートしましたー
150,nadesu_ooooo_pi,@kmu_t もう遅い？
151,cabN1vP7jY2D2n2,@kmu_t 見たいー
152,slo23dath,@kmu_t させてもらいました。
153,rikky213,@kmu_t みせてー
154,JqKPlSLpsANFo8w,@kmu_t 全部したい
155,mikkun_c21,@kmu_t 見たいから、フォロー、リツイートしました。
156,toku01ura,@kmu_t 見たいです！
157,Su1V5OIPeMkH8Ej,@kmu_t ください
158,aavbfjkfa,@kmu_t DM解放しないと送れないですよ！
159,aiaiaiaiaiair,@kmu_t お願いします！
160,p5tdl1AhCK76Dp8,@kmu_t よかったら仲良くしよ〜(๑•∀•๑)
161,b9qtQ1m7szp4ypK,@kmu_t くださいー
162,v6hjs,@kmu_t みたーい！
163,1118daisuke1118,@UndyN1L6cruncvp はーい
164,NgRtHXhbEaAWip4,@kmu_t フォロー RTしました〜
165,star__ura__aka,@kmu_t ほしいです!!
166,padwapa,@kmu_t 欲しいですねー、可愛いな
167,MAKOTO12121212,@kmu_t フォローRTしました～
168,NRikuna,"@kmu_t 同い年なので、仲良くしたいです！
DMお願いします！"
169,FchxoTXrOExzhad,@kmu_t 見たいでね。よろしくお願いします
170,O5eAdBpyYvGAAKN,@kmu_t DMお願い
171,SN4cNnO459WUGLN,@rinrinrinriinn イチャイチャしてゲームの話する
172,L40La,@rinrinrinriinn ずっとイチャイチャ
173,sh3bDBSrqOt8GQB,@mikurinniconico 挟まれたい‼️
174,chanchan55563,@mikurinniconico 最高❤️
175,uTdGPZFepY7z8ez,@mikurinniconico すごくよいです。
176,qBU2zevX548axlN,@nuuunchan_ お願いしまーす笑
177,HaYuvvNgd7HuSBi,@nuuunchan_ RTしましたぁ
178,4UkgwY96lZKdFUr,@jk82843280 みたい！
179,sVl1xTsnFBWMSBW,@jk82843280 みたいでーす
180,lv0886RptXYMKrK,@jk82843280 見たーい！
181,TiGYa8wOMnlq5sr,@jk82843280 観たいです❗️
182,mizone00,@jk82843280 (*・ω・)ノ
183,0CLAEGgmnnPST5B,@jk82843280 ください
184,AEhgGIxDPCyQnLE,@jk82843280 見たいです！！
185,skoranohentai,@jk82843280 欲しいです！
186,Okarina0812,@jk82843280 見たいですー
187,jkmanaka2004,"モザイクなしみたいひとー？笑

いいねかRTしてからdmきてねっ！

裏垢女子エロ垢オナニー

 #裏垢jk https://t.co/ouHmz1pn33"
188,j9r9fw6e,"ノーブラ制服の動画撮りましたー('ω')

見たい人はフォロRT♡

スケスケで恥ずかしいけど、それがよき♪❤

裏アカJK パンツ カカオ
https://t.co/hzN8exvIEs"
189,Srtuts5,"おなにー動画売ってます！
顔ありで売っています！
詳しくはDMで話します！
#動画売り子 #動画売ります
#動画販売 #裏垢女子
#裏垢男子と繋がりたい 
#動画売り手 https://t.co/rbnsXi1dk2"
190,344twer,"部活終わりに複数の部員に野外でま○されるバスケ部マネージャー

これは普通に羨ましいですね！

このあとの挿○編はふぉろーリツで配布します

ちなみに見つけたのはここ
▶️https://t.co/5djED4Sn1u

他にもお… https://t.co/rYQgnbsXM9"
191,nakaho922,DMきてー
192,KUrume543,"フォロワー増やしたいので体はります！！
私の脱ぎ脱ぎ動画欲しい方いますか？

フォロー&amp;リツイートでDMで見せます！またあんまりリツイート少ないとショックなので30くらい期待します笑。

#裏垢jk #裏アカ女子"
193,8VKFF1elzv9aE28,"次とる時はリクエストの四つん這いで撮ります☺️
むにとのせっくす妄想して…🥺"
194,HeraheradayoXo,"はじめまして、りんです！

裏垢はじめました〜
18♀裏アカ男子さんと喋りたいです！
円は少しだけ興味あります...
動画売ろうと思います！！

仲良くしてくれるとうれしい！
よろしくおねがいします🙇‍♀️
ラブリツでおな送ります… https://t.co/1mPH1qzBRx"
195,DumbleJanelle,"サッカー部マネージャーやってます

お着替え見たいですか？

メッセージで仲良くなったら色んな事したいです

まずはフォロ&amp;RTくれた人に特別なの送り付けちゃいます！！！

仲良くして下さいね💕

#裏アカ女子　
＃裏アカjk https://t.co/FPJd9c0Wl1"
196,kuritinposigoku,"変態JKです❤
クソ雑魚まんこいじめて下さい❤️❤️

#裏アカjk #裏アカ男子と繋がりたいㅤ #裏アカ女子 https://t.co/LS8ZsuhlCi"
197,SusanTa62903063,"本物のおちnちん下さい...
無修正気になりますか？♥
リツイートしてね♡

生おな見放題はここ😘
https://t.co/Lc8ntRHO88✨

#裏アカ男子とつながりたい
#裏アカＪＫ
エロ垢 オナニー 見せ合い
セフレ… https://t.co/PbUlEJLqGX"
198,Scwoll,"ほらぁ、イキなさい💓💓
って従順なせフレ募集中ですっ
♪♪♪

🐘エろ垢jk 動画🐘エろ動画🐘

#裏アカjc https://t.co/M21PdcGQ3T"
199,sasasayakakakak,"ずっとおなしちゃってます💕性欲強い人いたらフォローらぶください💕DM待っててくださいね！
おなサポしてあげたいです(*´Д`)ﾊｧﾊｧ
#裏アカJK #裏アカ女子"
200,remirenmiy,"見せ○いできるおじさんいますか…❓
むらむらがやばいのでフォローRTください！

#裏アカJK"
201,nano__so,"おちんちん沢山みたいのでだれか送ってください(｡- -｡)
えちえちでごめんなさい…

#裏アカ男子とつながりたい
 #RTした人にブロック覚悟でちんちんDM送りつける
#見る専 #ちん凸"
202,renogata9898,"ツイッター始めてフォロワー欲しいのでお〇にぃDMで送ってます⛲フォロリツくれた人だけ‼
奥まで指入れてがんばってしました✌けっこうおっきい声で鳴いちゃっててはずいかも/// 
＃裏アカ女子　
＃裏アカjc
裏垢女子"
203,miku___cha,"うちのオ○動画あげます！たくさんの方に見てもらいたいです。
フォロー＆RTでDM来て貰えばあげようと思います！
#裏アカ女子
#jk
#jk裏アカ
#裏アカ男子と繋がりたい https://t.co/f0rPWOzGZ4"
204,Nari_072sitai,"オナ指示、見せ合い希望です！
Twitterのみでお願いします
動画も大丈夫なので暇な方はDMに来てくださいー
ガンガン攻めて欲しい… 男の子でも女の子でも大丈夫です！#裏アカ女子 #裏アカ男子とつながりたい   #裏アカ女子と繋がりたい"
